word,sentence,word_mean
deed,"To know my deed, 'twere best not know myself.","an intentional act , especially a very bad or very good one"
carriage,And she's driving away in Rhett Butler's carriage!,a vehicle with four wheels that is usually pulled by horses and was used mainly in the past
hostages,I don't want the hostages to think too much.,someone who is taken as a prisoner by an enemy in order to force the other people involved to do what the enemy wants
gathering,I'm walking through the jungle gathering mangos.,a party or a meeting when many people come together as a group
content,"If he dies, will that content the Howeitat?",pleased with your situation and not hoping for change or improvement
verdict,Has the jury reached a verdict?,"an opinion or decision made after judging the facts that are given, especially one made at the end of a trial"
candles,Should I put the candles on now?,a stick-shaped piece of wax with a wick (= piece of string ) in the middle of it that produces light as it slowly burns
narrow,"Always the same narrow people, the same mindless chatter.","having a small distance from one side to the other, especially in comparison with the length"
affection,"He hath, my lord, of late made many tenders of his affection to me.",a feeling of liking for a person or place
hears,He hears your tale of woe and naturally wants to cheer you up.,to receive or become conscious of a sound using your ears
vain,I'll not have the Lord's name taken in vain in my prison.,unsuccessful ; of no value
eternity,A habit born of a long contemplation of eternity.,time that never ends or that has no limits
oldest,It's the oldest trick in the book.,having lived or existed for many years
oven,"Just put everything in the oven, Carl, on low.","the part of a cooker with a door , used to bake or roast food"
impress,You don't have to do this to impress me.,to cause someone to admire or respect you
curtain,I just saw the curtain move.,"a piece of material , especially cloth , that hangs across a window or opening to make a room or part of a room dark or private"
expenses,I'll bet you all the expenses of the experiment that you can't do it.,"money that you spend when you are doing your job , that your employer will pay back to you"
messenger,...from no Western Union messenger.,someone who takes a message or documents from one person to another
stream,Please do not stream or make profit from these subtitles.,"water that flows naturally along a fixed route formed by a channel cut into rock or ground , usually at ground level"
northern,I've got my eye on the northern bogey.,in or from the north part of an area
destroying,Even to think of destroying that bridge is just...,present participle of destroy
egypt,I don't want to go to Egypt.,a country in North Africa
constable,He's the chief constable of the county.,a British police officer of the lowest rank
mansion,It's dark in the mayor's mansion.,"a very large , expensive house"
folk,My master says that the simple folk always pay for all.,"people , especially those of a particular group or type"
efforts,We shall double our efforts.,physical or mental activity needed to achieve something
attracted,Are you attracted to me?,past simple and past participle of attract
broadcast,Why don't you broadcast it?,to send out a programme on television or radio
destination,I can't do a goddamn thing without a destination.,the place where someone is going or where something is being sent or taken
spite,"We're not murderers, in spite of what this undertaker says.",(used before one fact that makes another fact surprising ) despite
filling,"Listen, do you mind filling me in on what I missed?",any material used to fill something
embassy,In Saigon the United States Embassy has been overrun by suicide squads.,the group of people who represent their country in a foreign country
spoiled,"That's it, break it all, you spoiled Guinea brat.",past simple and past participle of spoil
fortunately,"Fortunately, contact with his own time was maintained... through brain wave transmissions with Al, the project observer, who appeared in the form of a hologram that only Dr. Beckett can see and hear.",happening because of good luck
dame,I played ball for Notre Dame.,"a title used in front of a woman's name that is given in the UK as a special honour , usually for valuable work done over a long period , or a woman having this honour"
australia,"She just moved here from Sydney, Australia.",a large country in the southwest Pacific Ocean
sits,"Quickly, get up before she sits with us.","to take care of someone's baby or child while that person is out, usually by going to the person's home"
circuit,"My thoughts are about to short circuit, I want to see you right now",a regular pattern of visits or the places visited
spots,"You got a liver, and they got spots on it and you're eating this fucking shit and you're looking like these rich fucking mummies in here.","a small , usually round area of colour that is differently coloured or lighter or darker than the surface around it"
executed,Is that why you were to be executed?,past simple and past participle of execute
established,A coding sequence cannot be revised once it's been established.,accepted or respected because of having existed for a long period of time
drain,"Father, locate the power drain.","If you drain something, you remove the liquid from it, usually by pouring it away or allowing it to flow away, and if something drains, liquid flows away or out of it"
communist,Long live the Communist Party of Yugoslavia!,relating to communism
protest,We're not gonna protest!,"a strong complaint expressing disagreement , disapproval , or opposition"
lick,I want you to lick it.,to move the tongue across the surface of something
execution,"No trial, no jury, straight to execution.",the legal punishment of killing someone
activities,"Already in imagination, he catches trout and all the activities of the English gentleman.",the situation in which a lot of things are happening or people are moving around
heaven's,What in heaven's name is that?,"used to add force to something that is said. Some people find the use of "" God "" offensive"
meals,We'll have all our meals here.,"an occasion when food is eaten , or the food that is eaten on such an occasion"
might've,"No, no, I might've broken my nose.",short form of might have
