word,sentence,word_mean
personality,"Ah, so, by that rationale, if a pig had a better personality, he would cease to be a filthy animal.","the type of person you are, shown by the way you behave , feel , and think"
lawyers,I know New York's big lawyers.,someone whose job is to give advice to people about the law and speak for them in court
barn,I think you'll find the barn comfortable.,a large building on a farm in which animals or hay (= dried grass ) and grain are kept
culture,"That's the height of culture, I assure you.","the way of life , especially the general customs and beliefs , of a particular group of people at a particular time"
yell,You don't have to yell.,"to shout something or make a loud noise , usually when you are angry , in pain , or excited"
clay,"No, from being a clay pigeon.","thick , heavy soil that is soft when wet , and hard when dry or baked , used for making bricks and containers"
replace,I'm afraid you'll have to replace it.,"to take the place of something, or to put something or someone in the place of something or someone else"
string,"And I refused to be a fool, dancing on a string held by all those big shots.","(a piece of) strong , thin rope made by twisting very thin threads together, used for fastening and tying things"
construction,They don't feel like you're in construction.,"the work of building or making something, especially buildings , bridges , etc"
fond,"But he was very fond of myself, me being very young and also now very interested in the Big Book.",to like someone or something very much
snap,"Come on, snap out of it.",to cause something that is thin to break suddenly and quickly with a cracking sound
ambassador,"If this is a consular ship, where is the ambassador?","an important official who works in a foreign country representing his or her own country there, and who is officially accepted in this position by that country"
complain,You bitch and you complain and you tell me these things.,to say that something is wrong or not satisfactory
mickey,"Mickey, tomorrow, get some guys and go to Luca's apartment.","to laugh at someone and make them seem silly , in a funny or unkind way"
humor,Where's your sense of humor?,US spelling of humour
li,Li-Ma-La-La-Ba-Ba-Cha...,a brand name for a type of plastic or rubber mattress that you fill with air and use to lie on or to float on water
fighter,Only two fighter escorts per ship.,someone who fights in a battle or in a physical fight against an opponent
timing,Still pining for that two-timing slut?,the time when something happens
opera,Any tickets left for the opera?,"a musical play in which all or most of the words are sung , or plays and music of this type"
fascinating,"Gentlemen, you are about to enter the most fascinating sphere of police work, the world of forensic medicine.",extremely interesting
citizen,Me and Frenchy and this citizen.,"a person who is a member of a particular country and who has rights because of being born there or because of being given rights , or a person who lives in a particular town or city"
raped,"She was very badly raped, you see.",past simple and past participle of rape
soap,Don't be afraid of the soap.,a substance used for washing the body or other things
salad,Are the salad days over for President Whitmore?,"a mixture of uncooked vegetables , usually including lettuce , eaten either as a separate dish or with other food"
chairman,"This is Pedro Quinn, chairman of the Andes Sugar Corporation.",a person in charge of a meeting or organization
dropping,They're dropping like flies.,present participle of drop
divorced,Can two divorced men share an apartment without driving each other crazy?,married in the past but not now married
life's,"And love, life's sweetest reward.",Your life's work is the work that is most important to you and to which you give a lot of time and effort
actions,"As always, should you or any of your IM Force be caught or killed, the Secretary will disavow any knowledge of your actions.","the process of doing something, especially when dealing with a problem or difficulty"
everyday,"No, we're talking about everyday life here.","ordinary , typical , or usual"
thieves,"You're thick as thieves, you are.",plural of thief
judy,Judge Judy continues in a moment.,"a traditional children's entertainment in which a man, Mr Punch, argues with his wife , Judy. It was especially popular in the past as entertainment in British towns by the sea in summer"
supplies,"These boats are running supplies in this delta, Captain.",food or other things necessary for living
worthy,"At worst, he was a worthy enemy.","deserving respect , admiration , or support"
begun,"Somehow, he must convince a disbelieving world that the nightmare has already begun.",past participle of begin
ward,"You seem to have a whole ward to yourself, my boy.","one of the parts or large rooms into which a hospital is divided , usually with beds for patients"
pays,Who pays the rent on time.,to give money to someone for something you want to buy or for services provided
underwear,It's written all over your underwear.,"clothes worn next to the skin , under other clothes"
policeman,Dick Stensland is an embarrassment as a policeman.,a male member of a police force
anxious,Why are you so anxious?,worried and nervous
determined,"Scarlett, are you still determined to do this crazy thing?",wanting to do something very much and not allowing anyone or any difficulties to stop you
defendant,Will the defendant please rise?,a person in a law case who is accused of having done something illegal
boxes,We got 60 boxes of dried milk...,a square or rectangular container with stiff sides and sometimes a lid
net,Subtitles downloaded from Podnapisi.NET,"material made of threads of rope , string , wire , or plastic with spaces between them, allowing gas , liquid , or small objects to go through, or an object made with this material that is used to limit the movement of something"
cloud,And we'll fly through the day on our cloud machine as well!,"a grey or white mass in the sky , made up of very small floating drops of water"
granny,Granny and Dad are trying to get enough money to get you a car.,a grandmother
holds,"A revolver holds six bullets, not eight.",to take and keep something in your hand or arms
ranch,Why did you leave that ranch?,"a very large farm on which animals are kept , especially in North and South America"
therapy,His therapy was going nowhere.,"a treatment that helps someone feel better , grow stronger , etc., especially after an illness"
un,Zogtzhe noch amol un take noch amol,abbreviation for the United Nations : an international organization that was established in 1945 and aims to solve world problems in a peaceful way
