word,sentence,word_mean
civilian,Civilian casualties should be down to a minimum.,a person who is not a member of the police or the armed forces
del,How do you spell Del Rio?,abbreviation for delete : a key on a computer keyboard that you press to remove data
lady's,I swiped it from the old lady's liquor cabinet.,"a personal female servant of a rich woman, especially in the past"
believing,If you keep on believing,present participle of believe
clubs,"He made deals with book clubs, charity groups.","one of the four suits in playing cards , represented by a symbol with three round leaves"
money's,Your money's no good here.,to receive good value from something you have paid for
announcement,I have an announcement to make.,"something that someone says officially , giving information about something"
butler,"Yes, Captain Butler, I remember you.","the most important male servant in a house , usually responsible for organizing the other servants"
orbit,I say we take off and nuke the entire site from orbit.,the curved path through which objects in space move around a planet or star
scotland,"Born in 1592, in the Highlands of Scotland, and he is still alive.",a country that is part of the United Kingdom
conclusion,A free man at the start of a long journey whose conclusion is uncertain.,the final part of something
deals,"He made deals with book clubs, charity groups.","an agreement or an arrangement , especially in business"
airplane,Looks like an airplane without wings.,a vehicle designed for air travel that has wings and one or more engines
federation,I'm from the American Federation of Variety Artists.,"a group of organizations , countries , regions , etc. that have joined together to form a larger organization or government"
publicity,Some nutcase seeking money or publicity.,"the activity of making certain that someone or something attracts a lot of interest or attention from many people , or the attention received as a result of this activity"
african,It's on the wall by the two African fellows.,belonging to or relating to Africa or its people
declare,Do you have anything to declare?,"to announce something clearly , firmly , publicly , or officially"
driver's,"May I see your driver's license, please?","official permission for someone to drive a car , received after passing a driving test , or a document showing this"
chickens,You told me about your feelings for chickens.,"a type of bird kept on a farm for its eggs or its meat , or the meat of this bird that is cooked and eaten"
privilege,"Yes, it was my privilege to know him.","an advantage that only one person or group of people has, usually because of their position or because they are rich"
sober,"Doc, come on, sober up, buddy.",not having drunk alcohol or not affected by alcohol
porter,I'll have a porter show you the room.,"a person whose job is to carry things, especially travellers ' bags at railway stations , airports , hotels etc"
dock,Andy come down to the loading dock today.,an area of water in a port that can be closed off and that is used for putting goods onto and taking them off ships or repairing ships
roast,"Roast beef, and usually it's not bad.",to cook food in an oven or over a fire
crow,"So, kill the crow and destroy the man.","a large , black bird with a loud , unpleasant cry"
plague,A plague on both your houses!,"to cause worry , pain , or difficulty to someone or something over a period of time"
bowling,Do you know what bowling is?,"a game played inside, in which you roll a heavy ball down a track to try to knock down a group of pins (= tall , thin wooden objects )"
display,"That's much too vulgar a display of power, Karras.",to arrange something or a collection of things so that it can be seen by the public
mankind,It was the dawn of the Third Age of mankind.,"the whole of the human race , including both men and women"
sympathy,You have my deepest sympathy.,(an expression of) understanding and care for someone else's suffering
discussed,Mr. Torrance I see you can hardly have taken care of the business we discussed.,past simple and past participle of discuss
republic,The last remnants of the old Republic have been swept away.,"a country without a king or queen , usually governed by elected representatives of the people and a president"
unexpected,This is an unexpected pleasure.,not expected
thumb,"Do you bite your thumb at us, sir?","the short , thick finger on the side of your hand that makes it possible to hold and pick things up easily"
tables,"I got me this job one time, busing tables at a country club so I could case all these big rich pricks that come in.","a flat surface , usually supported by four legs , at which people sit to eat or work , or on which ojects are placed"
formula,Future Grand Prix Cyber Formula,a standard or accepted way of doing or making something
colleagues,"Your Honor, may I have a minute to confer with my colleagues?",one of a group of people who work together
passage,"Well, there's this passage I got memorized.","a usually long and narrow part of a building with rooms on one or both sides , or a covered path that connects places"
sworn,Parties have been sworn in.,past participle of swear
closest,The one that's closest to the edge of the building.,"to change from being open to not being open , or to cause something to do this"
persons,I call upon these persons here present...,"a man, woman, or child"
fighters,Enemy fighters coming your way.,someone who fights in a battle or in a physical fight against an opponent
attempted,The shield must be deactivated if any attack is to be attempted.,(of a crime ) that someone has tried to commit without success
climbing,"The thing about climbing is, you never look down.","the sport of climbing on rocks or in mountains , or on specially designed walls inside or outdoors"
arrangement,I have an arrangement with an officer on the other side of the ship.,a plan for how something will happen
bore,I don't want to bore you.,to talk or act in a way that makes someone lose interest
tournament,"Specifically, a tournament organized by Mr. Han.","a competition for teams or single players in which a series of games is played , and the winners of each game play against each other until only one winner is left"
shotgun,"Not a pistol, not a shotgun, a fuckin' phone.","a long gun that fires a large number of small metal bullets at one time , designed for shooting birds and animals"
receiving,Receiving you loud and clear.,present participle of receive
remaining,Here is a list of surpluses and needs remaining.,continuing to exist or be left after other parts or things have been used or taken away
