word,sentence,word_mean
incident,"If Marsellus knew about this incident,",an event that is either unpleasant or unusual
popular,Very popular with the royals.,"liked , enjoyed , or supported by many people"
carol,"Max Julian, Carol Speed and Richard Pryor.","a happy or religious song , usually one sung at Christmas"
belt,Put your seat belt on.,a strip of leather or material worn around the waist to support clothes or for decoration
curse,I don't trust a man who doesn't curse.,"to use a word or an expression that is not polite , usually when you are very angry"
sentence,But was their crime so great as to merit a death sentence?,"a group of words, usually containing a verb , that expresses a thought in the form of a statement , question , instruction , or exclamation and starts with a capital letter when written"
el,Last week they were near El Ghira.,"an unusual ocean current that happens along the western coast of South America every two to ten years , killing large numbers of sea creatures and causing noticeable and often severe changes in weather conditions in many areas of the world"
launch,We are go for launch.,an event to celebrate or introduce something new
cruel,How can you be so cruel?,(of a person or action ) extremely unkind and unpleasant and causing pain to people or animals intentionally
secure,"You secure that shit, Hudson.","positioned or fixed firmly and correctly and therefore not likely to move , fall , or break"
leading,The blind leading the blind.,very important or most important
proceed,Only in the footsteps of God will he proceed.,to continue as planned
maid,"I'll go no more a-roving with you, fair maid",a woman who works as a servant in a hotel or in someone's home
loser,Loser has to keep America clean.,a person or team that does not win a game or competition
basically,This whole station is basically a big fusion reactor.,used when referring to the main or most important characteristic or feature of something
bull,Bull queers take by force.,"a male cow , or the male of particular animals such as the elephant or the whale"
vehicle,Don't fuck with another man's vehicle.,"a machine , usually with wheels and an engine , used for transporting people or goods , especially on land"
windows,I don't remember bars being on these windows.,a brand name for a software system produced by Microsoft with many commonly used software products
conference,Where is the peace conference?,"an event , sometimes lasting a few days , at which there is a group of talks on a particular subject , or a meeting in which especially business matters are discussed formally"
competition,"My fellow shareholders, if Europe and America can learn to co-operate, if we can learn to pool our wealth, share our markets, we can defeat any competition anywhere in the world.",a situation in which someone is trying to win something or be more successful than someone else
bored,"I am fucking bored to death, man.","feeling unhappy because something is not interesting or because you have nothing to do, or showing that you feel like this"
commit,The creature is wanted for a murder he didn't commit.,to do something illegal or something that is considered wrong
shift,The graveyard shift at the hospital.,"to ( cause something or someone to) move or change from one position or direction to another, especially slightly"
navy,You got the Navy everywhere.,the part of a country's armed forces that is trained to operate at sea
fed,They fed me on corn bread and beans,past simple and past participle of feed
material,Through our newspaper contacts we've been able to put out material about McCluskey's link with Sollozzo in the drug rackets.,a physical substance that things can be made from
puts,He puts his hand in your shirt and squeezes your tit till it's purple.,"to move something or someone into the stated place , position , or direction"
gorgeous,This is Mrs. H. She's gorgeous.,very beautiful or pleasant
mixed,Maybe we shouldn't get Mike mixed up in this too directly.,showing a mixture of different feelings or opinions
border,I hope I can make it across the border.,a line that has been agreed to divide one country from another
songs,With songs they have sung,a usually short piece of music with words that are sung
moments,And for the briefest of moments every last man at Shawshank felt free.,a very short period of time
successful,It's the price you pay for being successful.,achieving the results wanted or hoped for
thrown,Another way to say it would be that he was thrown out.,past participle of throw
leads,Do you have any leads?,"to control a group of people , a country , or a situation"
buck,"Come on, throw in a buck.",a dollar
donna,"Oh Donna, looking for my Donna",the most important female singer in an opera company
confidence,Thanks for the vote of confidence.,"the quality of being certain of your abilities or of having trust in people , plans , or the future"
reckon,I reckon he picked the wrong trail.,to think or believe
wolf,"What's the time, Mr. Wolf?",a wild animal of the dog family
dirt,Four and a half months of dirt.,"dust , soil , or any substance that makes a surface not clean"
policy,Honesty is the best policy.,"a set of ideas or a plan of what to do in particular situations that has been agreed to officially by a group of people , a business organization , a government , or a political party"
term,Of course he didn't tell the press that bare minimum of expense is a fairly loose term.,the fixed period of time that something lasts for
district,"In the criminal justice system the people are represented by two separate yet equally important groups, the police who investigate crime and the district attorneys who prosecute the offenders.","an area of a country or town that has fixed borders that are used for official purposes , or that has a particular feature that makes it different from surrounding areas"
cutting,"You may run the risks, my friend, but I do the cutting.",an article that has been cut from a newspaper or magazine
christian,"Surname first, Christian name, and initial.",of or belonging to the religion based on the teachings of Jesus Christ
minds,Are you out of your minds?,"the part of a person that makes it possible for him or her to think , feel emotions , and understand things"
stands,How long will Stands With A Fist mourn?,a stand
miserable,"You miserable bastard, I never should've pushed you out.",very unhappy
series,The 9000 Series is the most reliable computer ever made.,"a number of similar or related events or things, one following another"
